N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | 2001 | Total hogares,NÚMERO DE HOGARES | 2001 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2001 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Total hogares,NÚMERO DE HOGARES | 2012 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2012 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Total hogares,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Sin especificar,NÚMERO DE HOGARES | 2024 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | Sin especificar,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Sin especificar,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Sin especificar,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | No tiene
653,Municipio/TIOC,Oruro,Cercado,Caracollo,Urbana,1157.0,130,1027,672,485,92,1065,1573.0,367,1206,785,788,261,1312,574,999,13,1560,2340.0,802,1483,55,1212,1073,55,622,1663,55,578,1707,55,33,2252,55,11.2359551,88.7640449,58.0812446,41.9187554,7.951599,92.048401,23.3312142,76.6687858,49.9046408,50.0953592,16.5924984,83.4075016,36.4907819,63.5092181,0.8264463,99.1735537,35.0984683,64.9015317,53.0415755,46.9584245,27.2210066,72.7789934,25.2954048,74.7045952,1.4442013,98.5557987
654,Municipio/TIOC,Oruro,Cercado,Caracollo,Rural,3845.0,288,3557,2696,1149,167,3678,5117.0,966,4151,3231,1886,678,4439,435,4682,26,5091,5632.0,1402,4029,201,3255,2176,201,1247,4184,201,828,4603,201,39,5392,201,7.4902471,92.5097529,70.1170351,29.8829649,4.343303,95.656697,18.878249,81.121751,63.1424663,36.8575337,13.2499511,86.7500489,8.5010748,91.4989252,0.5081102,99.4918898,25.8147671,74.1852329,59.9337139,40.0662861,22.9607807,77.0392193,15.2458111,84.7541889,0.7180998,99.2819002
655,Municipio/TIOC,Oruro,Cercado,El Choro,El Choro,1748.0,50,1698,1393,355,82,1666,3261.0,236,3025,2645,616,362,2899,27,3234,102,3159,3844.0,435,3281,128,3057,663,124,1311,2405,128,178,3538,128,54,3662,128,2.8604119,97.1395881,79.6910755,20.3089245,4.6910755,95.3089245,7.2370439,92.7629561,81.1100889,18.8899111,11.1008893,88.8991107,0.8279669,99.1720331,3.1278749,96.8721251,11.7061356,88.2938644,82.1774194,17.8225806,35.2798708,64.7201292,4.7900969,95.2099031,1.4531755,98.5468245
656,Municipio/TIOC,Oruro,Cercado,El Choro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Municipio/TIOC,Oruro,Cercado,El Choro,Rural,1748.0,50,1698,1393,355,82,1666,3261.0,236,3025,2645,616,362,2899,27,3234,102,3159,3844.0,435,3281,128,3057,663,124,1311,2405,128,178,3538,128,54,3662,128,2.8604119,97.1395881,79.6910755,20.3089245,4.6910755,95.3089245,7.2370439,92.7629561,81.1100889,18.8899111,11.1008893,88.8991107,0.8279669,99.1720331,3.1278749,96.8721251,11.7061356,88.2938644,82.1774194,17.8225806,35.2798708,64.7201292,4.7900969,95.2099031,1.4531755,98.5468245
658,Municipio/TIOC,Oruro,Cercado,Paria,Paria,3091.0,272,2819,2213,878,98,2993,3460.0,965,2495,2037,1423,222,3238,84,3376,17,3443,5464.0,1873,3413,178,2877,2412,175,833,4454,177,254,5031,179,26,5260,178,8.7997412,91.2002588,71.5949531,28.4050469,3.170495,96.829505,27.8901734,72.1098266,58.8728324,41.1271676,6.416185,93.583815,2.4277457,97.5722543,0.4913295,99.5086705,35.4332198,64.5667802,54.3959161,45.6040839,15.755627,84.244373,4.8060549,95.1939451,0.4918653,99.5081347
659,Municipio/TIOC,Oruro,Cercado,Paria,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Municipio/TIOC,Oruro,Cercado,Paria,Rural,3091.0,272,2819,2213,878,98,2993,3460.0,965,2495,2037,1423,222,3238,84,3376,17,3443,5464.0,1873,3413,178,2877,2412,175,833,4454,177,254,5031,179,26,5260,178,8.7997412,91.2002588,71.5949531,28.4050469,3.170495,96.829505,27.8901734,72.1098266,58.8728324,41.1271676,6.416185,93.583815,2.4277457,97.5722543,0.4913295,99.5086705,35.4332198,64.5667802,54.3959161,45.6040839,15.755627,84.244373,4.8060549,95.1939451,0.4918653,99.5081347
661,Provincia,Oruro,Abaroa,,Abaroa,7765.0,527,7238,4299,3466,250,7515,11428.0,1841,9587,4968,6460,765,10663,328,11100,26,11402,15869.0,4230,11096,543,6824,8515,530,2109,13222,538,887,14433,549,113,15203,553,6.7868641,93.2131359,55.363812,44.636188,3.219575,96.780425,16.1095555,83.8904445,43.4721736,56.5278264,6.6940847,93.3059153,2.8701435,97.1298565,0.2275114,99.7724886,27.6001566,72.3998434,44.4879066,55.5120934,13.7564412,86.2435588,5.7898172,94.2101828,0.7377905,99.2622095
662,Provincia,Oruro,Abaroa,,Urbana,2135.0,297,1838,1490,645,109,2026,3554.0,821,2733,1678,1876,292,3262,167,3387,6,3548,4792.0,1826,2853,113,2332,2347,113,816,3863,113,325,4354,113,52,4627,113,13.911007,86.088993,69.7892272,30.2107728,5.1053864,94.8946136,23.1007316,76.8992684,47.2144063,52.7855937,8.2160945,91.7839055,4.6989308,95.3010692,0.1688239,99.8311761,39.0254328,60.9745672,49.8397093,50.1602907,17.4396239,82.5603761,6.9459286,93.0540714,1.1113486,98.8886514
663,Provincia,Oruro,Abaroa,,Rural,5630.0,230,5400,2809,2821,141,5489,7874.0,1020,6854,3290,4584,473,7401,161,7713,20,7854,11077.0,2404,8243,430,4492,6168,417,1293,9359,425,562,10079,436,61,10576,440,4.0852575,95.9147425,49.8934281,50.1065719,2.5044405,97.4955595,12.9540259,87.0459741,41.7830836,58.2169164,6.007112,93.992888,2.0447041,97.9552959,0.2540005,99.7459995,22.5791303,77.4208697,42.1388368,57.8611632,12.1385655,87.8614345,5.2814585,94.7185415,0.57347,99.42653
664,Municipio/TIOC,Oruro,Abaroa,Challapata,Challapata,6694.0,450,6244,3618,3076,192,6502,9873.0,1405,8468,4080,5793,580,9293,304,9569,20,9853,13543.0,3518,9566,459,5600,7496,447,1731,11357,455,777,12301,465,103,12971,469,6.722438,93.277562,54.0484016,45.9515984,2.8682402,97.1317598,14.2307303,85.7692697,41.3248253,58.6751747,5.8746075,94.1253925,3.0791046,96.9208954,0.2025727,99.7974273,26.8878019,73.1121981,42.7611484,57.2388516,13.2258557,86.7741443,5.9412754,94.0587246,0.7878232,99.2121768
665,Municipio/TIOC,Oruro,Abaroa,Challapata,Urbana,2135.0,297,1838,1490,645,109,2026,3554.0,821,2733,1678,1876,292,3262,167,3387,6,3548,4792.0,1826,2853,113,2332,2347,113,816,3863,113,325,4354,113,52,4627,113,13.911007,86.088993,69.7892272,30.2107728,5.1053864,94.8946136,23.1007316,76.8992684,47.2144063,52.7855937,8.2160945,91.7839055,4.6989308,95.3010692,0.1688239,99.8311761,39.0254328,60.9745672,49.8397093,50.1602907,17.4396239,82.5603761,6.9459286,93.0540714,1.1113486,98.8886514
666,Municipio/TIOC,Oruro,Abaroa,Challapata,Rural,4559.0,153,4406,2128,2431,83,4476,6319.0,584,5735,2402,3917,288,6031,137,6182,14,6305,8751.0,1692,6713,346,3268,5149,334,915,7494,342,452,7947,352,51,8344,356,3.3559991,96.6440009,46.6769028,53.3230972,1.8205747,98.1794253,9.2419687,90.7580313,38.0123437,61.9876563,4.5576832,95.4423168,2.1680646,97.8319354,0.221554,99.778446,20.1308745,79.8691255,38.8261851,61.1738149,10.8811987,89.1188013,5.381593,94.618407,0.6075045,99.3924955
667,Municipio/TIOC,Oruro,Abaroa,Santuario de Quillacas,Santuario de Quillacas,1071.0,77,994,681,390,58,1013,1555.0,436,1119,888,667,185,1370,24,1531,6,1549,2326.0,712,1530,84,1224,1019,83,378,1865,83,110,2132,84,10,2232,84,7.1895425,92.8104575,63.5854342,36.4145658,5.4154995,94.5845005,28.0385852,71.9614148,57.1061093,42.8938907,11.8971061,88.1028939,1.5434084,98.4565916,0.3858521,99.6141479,31.7573595,68.2426405,54.5697726,45.4302274,16.8524298,83.1475702,4.9063336,95.0936664,0.4460303,99.5539697
668,Municipio/TIOC,Oruro,Abaroa,Santuario de Quillacas,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Municipio/TIOC,Oruro,Abaroa,Santuario de Quillacas,Rural,1071.0,77,994,681,390,58,1013,1555.0,436,1119,888,667,185,1370,24,1531,6,1549,2326.0,712,1530,84,1224,1019,83,378,1865,83,110,2132,84,10,2232,84,7.1895425,92.8104575,63.5854342,36.4145658,5.4154995,94.5845005,28.0385852,71.9614148,57.1061093,42.8938907,11.8971061,88.1028939,1.5434084,98.4565916,0.3858521,99.6141479,31.7573595,68.2426405,54.5697726,45.4302274,16.8524298,83.1475702,4.9063336,95.0936664,0.4460303,99.5539697
670,Provincia,Oruro,Carangas,,Carangas,3172.0,73,3099,2332,840,63,3109,3688.0,357,3331,2466,1222,317,3371,61,3627,10,3678,5338.0,1070,4032,236,3293,1809,236,958,4144,236,282,4819,237,11,5092,235,2.3013871,97.6986129,73.518285,26.481715,1.9861286,98.0138714,9.6800434,90.3199566,66.8655098,33.1344902,8.5954447,91.4045553,1.654013,98.345987,0.2711497,99.7288503,20.9721678,79.0278322,64.5433163,35.4566837,18.7769502,81.2230498,5.5283278,94.4716722,0.2155595,99.7844405
671,Provincia,Oruro,Carangas,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Provincia,Oruro,Carangas,,Rural,3172.0,73,3099,2332,840,63,3109,3688.0,357,3331,2466,1222,317,3371,61,3627,10,3678,5338.0,1070,4032,236,3293,1809,236,958,4144,236,282,4819,237,11,5092,235,2.3013871,97.6986129,73.518285,26.481715,1.9861286,98.0138714,9.6800434,90.3199566,66.8655098,33.1344902,8.5954447,91.4045553,1.654013,98.345987,0.2711497,99.7288503,20.9721678,79.0278322,64.5433163,35.4566837,18.7769502,81.2230498,5.5283278,94.4716722,0.2155595,99.7844405
673,Municipio/TIOC,Oruro,Carangas,Corque,Corque,2720.0,68,2652,1982,738,43,2677,3172.0,293,2879,2114,1058,226,2946,46,3126,9,3163,4667.0,927,3545,195,2861,1611,195,755,3717,195,228,4243,196,10,4463,194,2.5,97.5,72.8676471,27.1323529,1.5808824,98.4191176,9.2370744,90.7629256,66.6456494,33.3543506,7.1248424,92.8751576,1.4501892,98.5498108,0.2837327,99.7162673,20.7289803,79.2710197,63.9758497,36.0241503,16.8828265,83.1171735,5.0995303,94.9004697,0.2235636,99.7764364
674,Municipio/TIOC,Oruro,Carangas,Corque,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Municipio/TIOC,Oruro,Carangas,Corque,Rural,2720.0,68,2652,1982,738,43,2677,3172.0,293,2879,2114,1058,226,2946,46,3126,9,3163,4667.0,927,3545,195,2861,1611,195,755,3717,195,228,4243,196,10,4463,194,2.5,97.5,72.8676471,27.1323529,1.5808824,98.4191176,9.2370744,90.7629256,66.6456494,33.3543506,7.1248424,92.8751576,1.4501892,98.5498108,0.2837327,99.7162673,20.7289803,79.2710197,63.9758497,36.0241503,16.8828265,83.1171735,5.0995303,94.9004697,0.2235636,99.7764364
676,Municipio/TIOC,Oruro,Carangas,Choquecota,Choquecota,452.0,5,447,350,102,20,432,516.0,64,452,352,164,91,425,15,501,1,515,671.0,143,487,41,432,198,41,203,427,41,54,576,41,1,629,41,1.1061947,98.8938053,77.4336283,22.5663717,4.4247788,95.5752212,12.4031008,87.5968992,68.2170543,31.7829457,17.6356589,82.3643411,2.9069767,97.0930233,0.1937984,99.8062016,22.6984127,77.3015873,68.5714286,31.4285714,32.2222222,67.7777778,8.5714286,91.4285714,0.1587302,99.8412698
677,Municipio/TIOC,Oruro,Carangas,Choquecota,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Municipio/TIOC,Oruro,Carangas,Choquecota,Rural,452.0,5,447,350,102,20,432,516.0,64,452,352,164,91,425,15,501,1,515,671.0,143,487,41,432,198,41,203,427,41,54,576,41,1,629,41,1.1061947,98.8938053,77.4336283,22.5663717,4.4247788,95.5752212,12.4031008,87.5968992,68.2170543,31.7829457,17.6356589,82.3643411,2.9069767,97.0930233,0.1937984,99.8062016,22.6984127,77.3015873,68.5714286,31.4285714,32.2222222,67.7777778,8.5714286,91.4285714,0.1587302,99.8412698
679,Provincia,Oruro,Sajama,,Sajama,2667.0,108,2559,1853,814,232,2435,2911.0,455,2456,1934,977,208,2703,385,2526,11,2900,3747.0,949,2654,144,2230,1372,145,688,2913,146,500,3100,147,20,3581,146,4.0494938,95.9505062,69.4788151,30.5211849,8.6989126,91.3010874,15.6303676,84.3696324,66.4376503,33.5623497,7.1453109,92.8546891,13.2256956,86.7743044,0.377877,99.622123,26.3391618,73.6608382,61.91005,38.08995,19.1058039,80.8941961,13.8888889,86.1111111,0.5554013,99.4445987
680,Provincia,Oruro,Sajama,,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Provincia,Oruro,Sajama,,Rural,2667.0,108,2559,1853,814,232,2435,2911.0,455,2456,1934,977,208,2703,385,2526,11,2900,3747.0,949,2654,144,2230,1372,145,688,2913,146,500,3100,147,20,3581,146,4.0494938,95.9505062,69.4788151,30.5211849,8.6989126,91.3010874,15.6303676,84.3696324,66.4376503,33.5623497,7.1453109,92.8546891,13.2256956,86.7743044,0.377877,99.622123,26.3391618,73.6608382,61.91005,38.08995,19.1058039,80.8941961,13.8888889,86.1111111,0.5554013,99.4445987
682,Municipio/TIOC,Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,1341.0,53,1288,844,497,60,1281,1355.0,192,1163,892,463,63,1292,313,1042,6,1349,1987.0,463,1447,77,1172,737,78,338,1571,78,391,1518,78,11,1899,77,3.9522744,96.0477256,62.9381059,37.0618941,4.4742729,95.5257271,14.1697417,85.8302583,65.8302583,34.1697417,4.6494465,95.3505535,23.099631,76.900369,0.4428044,99.5571956,24.2408377,75.7591623,61.3933997,38.6066003,17.705605,82.294395,20.4819277,79.5180723,0.5759162,99.4240838
683,Municipio/TIOC,Oruro,Sajama,Curahuara de Carangas,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Municipio/TIOC,Oruro,Sajama,Curahuara de Carangas,Rural,1341.0,53,1288,844,497,60,1281,1355.0,192,1163,892,463,63,1292,313,1042,6,1349,1987.0,463,1447,77,1172,737,78,338,1571,78,391,1518,78,11,1899,77,3.9522744,96.0477256,62.9381059,37.0618941,4.4742729,95.5257271,14.1697417,85.8302583,65.8302583,34.1697417,4.6494465,95.3505535,23.099631,76.900369,0.4428044,99.5571956,24.2408377,75.7591623,61.3933997,38.6066003,17.705605,82.294395,20.4819277,79.5180723,0.5759162,99.4240838
685,Municipio/TIOC,Oruro,Sajama,Turco,Turco,1326.0,55,1271,1009,317,172,1154,1556.0,263,1293,1042,514,145,1411,72,1484,5,1551,1760.0,486,1207,67,1058,635,67,350,1342,68,109,1582,69,9,1682,69,4.147813,95.852187,76.0935143,23.9064857,12.9713424,87.0286576,16.9023136,83.0976864,66.966581,33.033419,9.3187661,90.6812339,4.6272494,95.3727506,0.3213368,99.6786632,28.7064383,71.2935617,62.4926167,37.5073833,20.6855792,79.3144208,6.44589,93.55411,0.5322295,99.4677705
686,Municipio/TIOC,Oruro,Sajama,Turco,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Municipio/TIOC,Oruro,Sajama,Turco,Rural,1326.0,55,1271,1009,317,172,1154,1556.0,263,1293,1042,514,145,1411,72,1484,5,1551,1760.0,486,1207,67,1058,635,67,350,1342,68,109,1582,69,9,1682,69,4.147813,95.852187,76.0935143,23.9064857,12.9713424,87.0286576,16.9023136,83.0976864,66.966581,33.033419,9.3187661,90.6812339,4.6272494,95.3727506,0.3213368,99.6786632,28.7064383,71.2935617,62.4926167,37.5073833,20.6855792,79.3144208,6.44589,93.55411,0.5322295,99.4677705
688,Provincia,Oruro,Litoral,,Litoral,1452.0,50,1402,892,560,24,1428,2903.0,427,2476,1755,1148,88,2815,23,2880,9,2894,3645.0,1104,2385,156,1904,1585,156,286,3203,156,181,3308,156,12,3477,156,3.4435262,96.5564738,61.4325069,38.5674931,1.6528926,98.3471074,14.7089218,85.2910782,60.454702,39.545298,3.0313469,96.9686531,0.7922838,99.2077162,0.3100241,99.6899759,31.6423044,68.3576956,54.5715105,45.4284895,8.1971912,91.8028088,5.1877329,94.8122671,0.3439381,99.6560619
689,Provincia,Oruro,Litoral,,Urbana,,,,,,,,,,,,,,,,,,,1752.0,654,1048,50,856,846,50,130,1572,50,75,1627,50,8,1694,50,,,,,,,,,,,,,,,,,38.4253819,61.5746181,50.293772,49.706228,7.6380729,92.3619271,4.4065805,95.5934195,0.4700353,99.5299647
690,Provincia,Oruro,Litoral,,Rural,1452.0,50,1402,892,560,24,1428,2903.0,427,2476,1755,1148,88,2815,23,2880,9,2894,1893.0,450,1337,106,1048,739,106,156,1631,106,106,1681,106,4,1783,106,3.4435262,96.5564738,61.4325069,38.5674931,1.6528926,98.3471074,14.7089218,85.2910782,60.454702,39.545298,3.0313469,96.9686531,0.7922838,99.2077162,0.3100241,99.6899759,25.1818691,74.8181309,58.645775,41.354225,8.7297146,91.2702854,5.9317292,94.0682708,0.2238388,99.7761612
691,Municipio/TIOC,Oruro,Litoral,Huachacalla,Huachacalla,350.0,22,328,199,151,13,337,349.0,71,278,141,208,29,320,7,342,2,347,1192.0,472,672,48,488,656,48,73,1071,48,49,1095,48,6,1138,48,6.2857143,93.7142857,56.8571429,43.1428571,3.7142857,96.2857143,20.3438395,79.6561605,40.4011461,59.5988539,8.3094556,91.6905444,2.0057307,97.9942693,0.5730659,99.4269341,41.2587413,58.7412587,42.6573427,57.3426573,6.3811189,93.6188811,4.2832168,95.7167832,0.5244755,99.4755245
692,Municipio/TIOC,Oruro,Litoral,Huachacalla,Urbana,,,,,,,,,,,,,,,,,,,1140.0,461,640,39,463,638,39,69,1032,39,48,1053,39,6,1095,39,,,,,,,,,,,,,,,,,41.8710263,58.1289737,42.0526794,57.9473206,6.26703,93.73297,4.359673,95.640327,0.5449591,99.4550409
693,Municipio/TIOC,Oruro,Litoral,Huachacalla,Rural,350.0,22,328,199,151,13,337,349.0,71,278,141,208,29,320,7,342,2,347,52.0,11,32,9,25,18,9,4,39,9,1,42,9,0,43,9,6.2857143,93.7142857,56.8571429,43.1428571,3.7142857,96.2857143,20.3438395,79.6561605,40.4011461,59.5988539,8.3094556,91.6905444,2.0057307,97.9942693,0.5730659,99.4269341,25.5813953,74.4186047,58.1395349,41.8604651,9.3023256,90.6976744,2.3255814,97.6744186,0,100
694,Municipio/TIOC,Oruro,Litoral,Escara,Escara,328.0,14,314,236,92,3,325,1082.0,122,960,779,303,25,1057,9,1073,4,1078,1055.0,293,731,31,703,321,31,96,928,31,65,959,31,3,1021,31,4.2682927,95.7317073,71.9512195,28.0487805,0.9146341,99.0853659,11.2754159,88.7245841,71.9963031,28.0036969,2.310536,97.689464,0.831793,99.168207,0.3696858,99.6303142,28.6132812,71.3867188,68.6523438,31.3476562,9.375,90.625,6.3476562,93.6523438,0.2929688,99.7070312
695,Municipio/TIOC,Oruro,Litoral,Escara,Urbana,,,,,,,,,,,,,,,,,,,612.0,193,408,11,393,208,11,61,540,11,27,574,11,2,599,11,,,,,,,,,,,,,,,,,32.1131448,67.8868552,65.391015,34.608985,10.1497504,89.8502496,4.4925125,95.5074875,0.3327787,99.6672213
696,Municipio/TIOC,Oruro,Litoral,Escara,Rural,328.0,14,314,236,92,3,325,1082.0,122,960,779,303,25,1057,9,1073,4,1078,443.0,100,323,20,310,113,20,35,388,20,38,385,20,1,422,20,4.2682927,95.7317073,71.9512195,28.0487805,0.9146341,99.0853659,11.2754159,88.7245841,71.9963031,28.0036969,2.310536,97.689464,0.831793,99.168207,0.3696858,99.6303142,23.6406619,76.3593381,73.286052,26.713948,8.2742317,91.7257683,8.9834515,91.0165485,0.2364066,99.7635934
697,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Cruz de Machacamarca,313.0,1,312,127,186,3,310,584.0,74,510,294,290,12,572,3,581,0,584,352.0,82,243,27,141,184,27,22,303,27,11,314,27,0,325,27,0.3194888,99.6805112,40.5750799,59.4249201,0.9584665,99.0415335,12.6712329,87.3287671,50.3424658,49.6575342,2.0547945,97.9452055,0.5136986,99.4863014,0,100,25.2307692,74.7692308,43.3846154,56.6153846,6.7692308,93.2307692,3.3846154,96.6153846,0,100
698,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Municipio/TIOC,Oruro,Litoral,Cruz de Machacamarca,Rural,313.0,1,312,127,186,3,310,584.0,74,510,294,290,12,572,3,581,0,584,352.0,82,243,27,141,184,27,22,303,27,11,314,27,0,325,27,0.3194888,99.6805112,40.5750799,59.4249201,0.9584665,99.0415335,12.6712329,87.3287671,50.3424658,49.6575342,2.0547945,97.9452055,0.5136986,99.4863014,0,100,25.2307692,74.7692308,43.3846154,56.6153846,6.7692308,93.2307692,3.3846154,96.6153846,0,100
700,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Yunguyo del Litoral,80.0,1,79,49,31,1,79,169.0,8,161,113,56,3,166,0,169,0,169,173.0,53,111,9,81,83,9,11,153,9,16,148,9,0,164,9,1.25,98.75,61.25,38.75,1.25,98.75,4.7337278,95.2662722,66.8639053,33.1360947,1.7751479,98.2248521,0,100,0,100,32.3170732,67.6829268,49.3902439,50.6097561,6.7073171,93.2926829,9.7560976,90.2439024,0,100
701,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Municipio/TIOC,Oruro,Litoral,Yunguyo del Litoral,Rural,80.0,1,79,49,31,1,79,169.0,8,161,113,56,3,166,0,169,0,169,173.0,53,111,9,81,83,9,11,153,9,16,148,9,0,164,9,1.25,98.75,61.25,38.75,1.25,98.75,4.7337278,95.2662722,66.8639053,33.1360947,1.7751479,98.2248521,0,100,0,100,32.3170732,67.6829268,49.3902439,50.6097561,6.7073171,93.2926829,9.7560976,90.2439024,0,100
703,Municipio/TIOC,Oruro,Litoral,Esmeralda,Esmeralda,381.0,12,369,281,100,4,377,719.0,152,567,428,291,19,700,4,715,3,716,873.0,204,628,41,491,341,41,84,748,41,40,792,41,3,829,41,3.1496063,96.8503937,73.7532808,26.2467192,1.0498688,98.9501312,21.1404729,78.8595271,59.527121,40.472879,2.6425591,97.3574409,0.5563282,99.4436718,0.4172462,99.5827538,24.5192308,75.4807692,59.0144231,40.9855769,10.0961538,89.9038462,4.8076923,95.1923077,0.3605769,99.6394231
704,Municipio/TIOC,Oruro,Litoral,Esmeralda,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
